UniqueCount	AmbigCount
0	0
0	0
0	143
0	147
0	147
0	142
0	143
0	0
0	147
0	26
0	31
0	31
0	25
0	22
0	147
0	31
0	1530
0	1438
0	1356
0	1166
0	1517
0	1461
0	1433
0	1465
0	1428
0	1462
0	1446
0	1376
0	1427
0	1432
0	1391
0	1214
0	1436
0	1468
0	1457
0	1305
0	1429
0	1308
0	1449
0	1473
10	1411
0	1396
0	1329
0	1378
0	1306
0	1472
0	1368
0	1137
0	1462
0	1298
0	1135
0	1199
0	1271
0	1374
0	1334
0	1450
0	1462
0	1212
0	1458
0	882
0	1167
0	1463
0	1445
0	1383
0	1458
0	1256
0	1390
0	1410
0	1448
0	1373
0	1302
3	1445
0	1450
0	1375
0	1449
0	1448
0	1377
0	1335
0	1443
0	1461
0	205
0	217
0	214
0	190
6	206
0	208
0	205
8	57
0	19
0	19
0	14
0	18
0	14
0	13
0	14
0	13
0	14
0	20
0	3
0	10
0	11
0	11
0	11
0	11
0	11
0	11
0	11
0	11
0	10
0	5
0	12
0	9
1	12
0	8
0	156
0	126
4	175
30	175
0	2949
0	2818
0	2628
0	2759
0	0
0	114
0	114
0	111
6	114
0	119
0	130
0	114
0	135
0	114
2	114
0	108
0	109
0	101
0	114
0	96
0	115
0	134
0	134
0	119
0	108
0	123
0	134
0	114
2	106
0	114
0	104
0	114
0	124
0	120
2	130
0	110
0	120
0	114
0	114
0	114
0	108
0	102
0	97
2	46
2	49
0	37
0	43
0	44
0	18
0	7
0	11
0	9
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	5
0	7
0	4
0	5
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	6170
5	4424
0	5981
1	5115
0	5973
0	5976
5	5992
0	5342
0	6008
1	5992
0	5975
0	6065
1	5349
0	6566
0	6130
0	5663
0	3682
8	2139
765	3
11	0
3	671
0	693
0	689
0	692
0	732
0	673
0	691
0	700
0	692
0	668
0	694
0	611
0	660
0	691
0	691
0	563
2	565
0	570
3	477
0	501
0	400
1	407
0	380
0	256
0	82
0	169
0	126
2	128
0	40
0	46
0	5
0	106
0	90
7	103
0	103
1	13
0	104
1	36
0	615
0	600
0	603
4	649
0	643
0	585
0	658
0	634
0	588
0	559
0	567
0	554
0	571
0	495
0	513
0	435
0	404
0	59
0	171
0	183
0	173
0	111
0	1106
0	1101
0	814
0	1052
0	1009
0	1139
1	1040
0	817
2	1061
21	758
0	1106
0	839
1	971
0	740
0	968
0	1035
0	832
0	319
0	401
3	234
0	226
1	343
0	298
0	301
28	283
0	199
1	117
1	107
1	16
0	22
0	376
0	375
28	376
0	376
