UniqueCount	AmbigCount
0	0
0	0
0	127
0	129
0	129
0	122
0	121
0	0
0	129
0	32
0	39
0	39
0	31
0	27
0	128
0	35
2	1080
0	1026
0	934
0	835
0	1073
0	1043
0	1025
0	1036
0	995
0	1005
0	1010
0	957
0	986
0	996
0	993
0	880
0	1017
0	1046
0	1032
0	957
0	987
0	937
0	1025
0	1039
10	994
0	980
0	921
0	966
0	927
0	1031
0	945
0	816
0	1004
0	882
0	807
0	876
0	883
0	948
0	954
0	1037
0	1042
0	870
0	1041
0	587
0	829
0	1014
0	1015
0	983
1	1034
0	908
0	961
0	1000
0	1037
0	984
0	950
1	1016
0	1029
0	993
1	1028
0	1029
0	958
0	963
0	1027
0	1005
0	127
0	138
0	132
0	112
5	127
0	133
0	126
2	39
0	10
0	9
0	5
0	10
0	6
0	6
0	5
0	4
0	4
0	9
0	2
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	0
1	12
0	10
3	12
0	9
0	121
0	98
1	145
21	145
0	1677
0	1591
0	1500
0	1586
0	0
0	110
0	110
0	101
2	110
0	109
0	104
0	110
0	113
0	110
1	111
0	106
0	105
0	96
0	110
0	91
0	110
0	113
0	113
0	109
0	106
0	113
0	113
0	110
0	104
0	110
0	103
0	110
0	106
0	103
4	103
0	101
0	109
0	110
0	110
0	110
0	106
0	96
0	79
2	37
1	46
0	37
0	35
0	36
0	16
0	11
0	11
0	5
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	1
0	1
0	2
0	1
0	1
0	1
0	2
0	2
0	3644
4	2582
0	3553
0	2971
0	3543
0	3544
2	3562
0	3087
0	3537
0	3559
0	3543
1	3560
0	3115
0	3867
0	3584
0	3286
0	2159
7	1242
412	0
4	1
1	518
0	542
0	522
0	543
0	565
1	521
0	541
0	530
0	543
0	519
0	541
0	477
0	508
0	543
0	541
0	425
1	426
1	434
1	347
0	361
1	311
0	309
0	282
0	222
0	66
0	132
0	90
3	89
0	39
0	50
0	6
1	80
0	55
11	76
0	76
2	4
0	77
2	26
0	930
0	911
0	909
22	966
0	948
0	879
0	980
0	952
0	883
0	856
0	860
0	819
0	855
1	772
0	818
0	684
0	633
0	110
0	176
0	184
0	178
3	97
0	857
0	858
0	649
0	841
0	793
0	897
0	804
0	649
2	832
12	598
0	857
1	665
0	766
0	600
0	757
0	791
0	657
0	260
0	317
3	169
1	148
0	249
0	219
0	220
20	212
0	145
5	106
0	82
1	16
0	16
0	290
0	289
20	291
0	290
0	268
0	287
0	285
0	284
0	38
9	0
0	1119
0	1081
0	1109
0	1085
