UniqueCount	AmbigCount
0	0
0	1
0	249
0	257
0	259
0	225
0	244
0	3
0	252
0	101
0	126
0	132
0	96
0	106
0	246
0	131
5	1199
0	1087
0	1007
0	877
0	1136
0	1102
0	1082
0	1111
0	1068
0	1084
0	1073
0	1001
0	1069
0	1066
0	1031
0	925
0	1084
0	1110
0	1101
0	1013
0	1067
0	980
0	1074
0	1110
10	1047
0	1043
0	975
0	1040
0	979
0	1110
0	1015
0	866
0	1081
0	948
0	867
0	920
0	907
0	1001
0	1000
0	1097
0	1099
0	941
0	1099
0	612
0	880
0	1082
0	1072
0	1028
0	1100
0	951
0	1019
0	1044
0	1093
0	1028
0	1013
2	1074
0	1101
0	1027
0	1102
0	1096
0	1038
0	999
0	1090
0	1083
0	175
0	199
0	190
0	158
8	182
0	184
0	181
6	59
1	8
0	8
0	4
0	8
0	5
0	5
0	4
0	4
0	6
0	8
0	1
0	6
0	6
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	6
0	3
1	7
0	6
0	7
0	3
0	155
0	120
1	179
36	179
0	2377
0	2265
0	2087
0	2199
0	0
0	86
0	86
0	82
3	86
0	86
0	92
0	86
0	96
0	86
1	87
0	84
0	82
0	79
2	86
0	70
0	86
0	97
0	96
0	86
0	83
0	91
0	96
0	87
1	81
0	86
0	82
0	86
0	91
0	87
4	90
0	82
0	86
0	88
1	87
0	87
0	83
0	79
1	74
12	35
0	37
0	27
0	29
0	25
0	17
0	10
0	4
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	3
0	5
0	4
0	3
0	3
0	3
0	3
0	2
0	1
0	3
0	1
0	1
0	2
0	3
0	3
25	5206
4	3629
0	5051
1	4117
0	5020
0	5036
7	5057
0	4312
1	4904
5	5037
0	5035
0	5059
1	4324
0	5444
0	5097
0	4629
0	2882
8	1887
435	2
18	0
2	594
0	617
0	601
0	618
0	654
3	598
0	620
0	612
0	617
0	593
0	618
0	547
1	586
0	619
0	619
0	469
2	470
0	486
0	388
0	413
0	341
0	345
0	324
0	237
0	62
0	147
0	110
3	108
0	37
0	45
1	6
2	138
0	104
8	132
0	132
0	12
1	128
0	36
0	1169
0	1139
0	1157
25	1248
0	1222
0	1102
0	1259
0	1223
0	1107
0	1084
0	1105
0	1062
0	1102
0	961
0	1036
0	852
0	794
1	136
0	229
0	232
1	222
3	133
0	1036
0	1033
0	791
1	989
0	970
0	1078
0	958
0	791
2	1002
13	734
0	1036
0	806
0	943
0	720
0	900
0	949
0	766
0	317
0	386
4	201
1	185
0	296
0	255
2	254
24	264
1	172
3	104
0	106
0	20
0	16
0	379
0	380
23	379
0	380
0	371
1	377
0	376
0	377
0	56
8	0
0	1394
0	1344
0	1367
0	1351
0	1233
0	1273
0	1317
0	1255
0	256
0	355
1	10036
11	9615
0	10769
0	10266
2	9269
37	7801
4	10507
3	10280
0	564
12	582
0	569
0	407
0	567
2	423
0	568
5	570
0	568
0	387
0	614
1	485
0	582
7	586
0	423
103	2600
0	2218
0	2372
2	2449
0	2381
0	2510
0	2316
0	2468
6	2526
934	2535
0	2252
0	2223
0	1869
419	688
0	378
1	148
0	467
0	487
0	282
0	601
0	460
0	306
0	199
0	292
18	41
14	240
2	52
0	46
0	52
0	46
0	46
0	26
0	9
6	0
0	52
0	107
0	133
5	193
0	187
0	18
2	36
0	3
0	220
1	269
0	277
4	266
0	163
1	155
0	389
0	413
0	429
0	455
0	435
8	429
0	425
0	414
0	407
3	424
0	111
59	1
17	1
0	1394
0	1664
0	1816
0	1512
0	1229
1	1566
106	174
135	0
0	805
0	884
0	931
0	712
0	844
0	717
0	889
0	917
0	893
0	809
0	747
0	921
0	918
0	907
0	742
0	925
0	907
0	849
0	926
0	932
0	855
0	898
0	911
0	906
0	915
0	911
0	922
0	801
2	832
0	824
0	903
0	891
0	932
0	928
0	820
0	899
0	871
0	785
17	926
0	884
0	887
0	658
0	897
0	78
0	852
0	919
0	833
0	920
0	890
0	908
0	832
0	887
0	909
0	868
0	891
0	879
0	800
0	839
0	811
0	822
0	882
0	900
0	819
0	906
0	774
0	889
0	863
1	861
0	909
0	750
0	798
0	731
0	789
0	895
0	877
0	812
0	906
0	730
0	845
0	880
0	885
0	884
0	894
0	848
0	909
0	901
0	870
0	719
0	880
0	788
0	878
0	813
0	909
0	909
0	881
